Temps,A1B2,A1B4,P1S,P1VP2,P1VP4,P2E,P4E,S1_P1S,S1_P1VP2,S1_P1VP4,S1_P2E,S1_P4E,1,2,3,4,5,6
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000214)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000215)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000216)],0,0,0,0,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000217)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000218)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000219)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000220)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000221)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000222)],0,0,0,1,1,0,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 39; 000223)],0,0,0,1,1,0,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000224)],0,0,0,1,1,1,1,1,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000225)],0,0,0,1,1,1,1,0,0,0,0,0,remise de symptome à 0,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000226)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000227)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000228)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000229)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000230)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000231)],1,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 40; 000232)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000233)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000234)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000235)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000236)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000237)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000238)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000239)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000240)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 41; 000241)],0,0,1,0,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000242)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000243)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000244)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000245)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000246)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000247)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000248)],0,0,1,1,1,0,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000249)],0,0,1,1,1,0,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 42; 000250)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000251)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000252)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000253)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000254)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000255)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000256)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000257)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000258)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000259)],1,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 43; 000260)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000261)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000262)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000263)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000264)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000265)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000266)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000267)],0,0,1,1,1,1,1,0,0,0,0,0,collage à 1 de P1VP2,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000268)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 44; 000269)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000270)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000271)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000272)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000273)],0,0,1,1,1,0,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000274)],0,0,1,1,1,0,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000275)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000276)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000277)],0,0,1,1,1,1,1,0,1,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 45; 000278)],0,0,0,1,1,1,1,0,0,0,0,0,remise de symptome à 0,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000279)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000280)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000281)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000282)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000283)],1,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000284)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000285)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000286)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 46; 000287)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000288)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000289)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000290)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000291)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000292)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000293)],0,0,1,0,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000294)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000295)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000296)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 47; 000297)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000298)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000299)],0,0,1,1,1,1,1,0,0,0,0,0,collage à 1 de P1VP4,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000300)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000301)],0,0,1,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000302)],0,0,1,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000303)],0,0,1,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000304)],0,0,0,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000305)],0,0,0,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 48; 000306)],0,0,0,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000307)],0,1,0,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000308)],0,1,0,1,1,1,1,0,0,1,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000309)],0,1,1,1,1,1,1,0,0,0,0,0,remise à 0 du symptome,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000310)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000311)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000312)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000313)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000314)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 49; 000315)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000316)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000317)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000318)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000319)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000320)],0,0,1,1,0,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000321)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000322)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000323)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 50; 000324)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000325)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000326)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000327)],0,0,1,1,1,1,0,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000328)],0,0,1,1,1,1,0,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000329)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000330)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000331)],0,1,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000332)],0,1,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000333)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 51; 000334)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000335)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000336)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000337)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000338)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000339)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000340)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000341)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000342)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 52; 000343)],0,0,1,1,0,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000344)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000345)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000346)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000347)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000348)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000349)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000350)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000351)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 53; 000352)],0,0,1,1,1,1,1,0,0,0,0,0,collage à 1 de P2E,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000353)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000354)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000355)],0,0,0,1,1,1,1,0,0,0,1,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000356)],0,1,0,1,1,1,1,0,0,0,1,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000357)],0,1,0,1,1,1,1,0,0,0,1,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000358)],0,1,0,1,1,1,1,0,0,0,1,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000359)],0,1,1,1,1,1,1,0,0,0,1,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000360)],0,0,1,1,1,1,1,0,0,0,1,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 54; 000361)],0,0,1,1,1,1,1,0,0,0,1,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000362)],0,0,1,1,1,1,1,0,0,0,0,0,remise à 0 du symptome,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000363)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000364)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000365)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000366)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000367)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000368)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000369)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000370)],0,0,1,1,0,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 55; 000371)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000372)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000373)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000374)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000375)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000376)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000377)],0,0,1,1,1,1,0,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000378)],0,0,1,1,1,1,0,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000379)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 56; 000380)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000381)],0,1,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000382)],0,1,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000383)],0,1,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000384)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000385)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000386)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000387)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000388)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 57; 000389)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000390)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000391)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000392)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000393)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000394)],0,0,1,1,0,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000395)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000396)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000397)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 58; 000398)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000399)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000400)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000401)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000402)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000403)],0,0,1,1,1,1,1,0,0,0,0,0,collage à 1 de P4E,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000404)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000405)],0,0,1,1,1,1,1,0,0,0,0,1,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000406)],0,0,0,1,1,1,1,0,0,0,0,1,,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000407)],0,0,0,1,1,1,1,0,0,0,0,0,remise à 0 du symptome,,,,,
[datetime.datetime(2021; 04; 16; 12; 05; 59; 000408)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000409)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000410)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000411)],1,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000412)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000413)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000414)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000415)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000416)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 00; 000417)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000418)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000419)],0,0,1,0,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000420)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000421)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000422)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000423)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000424)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000425)],0,0,1,1,1,0,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 01; 000426)],0,0,1,1,1,0,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000427)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000428)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000429)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000430)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000431)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000432)],0,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000433)],1,0,0,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000434)],1,0,1,1,1,1,1,0,0,0,0,0,,,,,,
[datetime.datetime(2021; 04; 16; 12; 06; 02; 000435)],0,0,1,1,1,1,1,0,0,0,0,0,,,,,,
