Temps,cer,c_vt,c_vrm,c_vrc,pm,c_vbb,c_vbn,c_vbr,dconv,fconv,recept,c_bmc,c_bme,vlb,vlh,EJ,VTAS,VTEX,VRM,VRC,VBB,VBN,VBR,CONV,BMC,BME,DVL,PINCES,DEB,FIN,Dword_capteurs,Dword_actionneurs,int_capteurs,int_actionneurs
[datetime.datetime(2021; 04; 16; 13; 43; 07; 000558)],1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"1,011E+15",100000000011,45078,2051,
[datetime.datetime(2021; 04; 16; 13; 43; 07; 000559)],1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"1,011E+15",100000000011,45078,2051,
[datetime.datetime(2021; 04; 16; 13; 43; 07; 000560)],1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"1,011E+15",100000000011,45078,2051,
[datetime.datetime(2021; 04; 16; 13; 43; 07; 000561)],1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"1,011E+15",100000000011,45078,2051,
[datetime.datetime(2021; 04; 16; 13; 43; 07; 000562)],1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"1,011E+15",100000000011,45078,2051,
[datetime.datetime(2021; 04; 16; 13; 43; 07; 000563)],1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"1,011E+15",100000000011,45078,2051,
[datetime.datetime(2021; 04; 16; 13; 43; 07; 000564)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000565)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000566)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000567)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000568)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000569)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000570)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
[datetime.datetime(2021; 04; 16; 13; 43; 08; 000571)],1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,011E+15",100000000001,45076,2049,
