Temps,cer,c_vt,c_vrm,c_vrc,pm,c_vbb,c_vbn,c_vbr,dconv,fconv,recept,c_bmc,c_bme,vlb,vlh,EJ,VTAS,VTEX,VRM,VRC,VBB,VBN,VBR,CONV,BMC,BME,DVL,PINCES,DEB,FIN,Dword_capteurs,Dword_actionneurs,int_capteurs,int_actionneurs
[datetime.datetime(2021; 04; 16; 12; 05; 24; 000080)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 24; 000081)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 24; 000082)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 24; 000083)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 24; 000084)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000085)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000086)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000087)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000088)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000089)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000090)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000091)],1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000010001000001,100000000,33857,256
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000092)],1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1000010001001001,110000000,33865,384
[datetime.datetime(2021; 04; 16; 12; 05; 25; 000093)],1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000101001001001,1000000000000,35401,4096
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000094)],1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000101001001001,1000000000000,35401,4096
[datetime.datetime(2021; 04; 16; 12; 05; 26; 000095)],0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100001001001,1000000000000,2121,4096
