RE_Part_conveyor   	2020-08-24 13:01:22.16569
RE_C_plus   	2020-08-24 13:01:22.445021
FE_C_limit   	2020-08-24 13:01:22.539963
RE_C_limit   	2020-08-24 13:01:23.21665
FE_Grab   	2020-08-24 13:01:24.360835
FE_C_plus   	2020-08-24 13:01:24.360835
FE_C_limit   	2020-08-24 13:01:24.487757
FE_Detected   	2020-08-24 13:01:24.554716
FE_Part_at_place   	2020-08-24 13:01:24.650656
FE_Part_conveyor   	2020-08-24 13:01:24.667645
RE_Box_conveyor   	2020-08-24 13:01:24.889507
RE_C_limit   	2020-08-24 13:01:25.127361
RE_Box_at_place   	2020-08-24 13:01:27.59992
FE_Box_conveyor   	2020-08-24 13:01:27.77982
RE_Box_conveyor   	2020-08-24 13:01:27.331853
FE_Box_at_place   	2020-08-24 13:01:27.331853
FE_Box_conveyor   	2020-08-24 13:01:27.349841
RE_Detected   	2020-08-24 13:01:29.65501
RE_Grab   	2020-08-24 13:01:29.405971
RE_Part_at_place   	2020-08-24 13:01:29.645375
RE_Part_conveyor   	2020-08-24 13:01:29.679355
FE_Grab   	2020-08-24 13:01:32.173787
FE_Part_at_place   	2020-08-24 13:01:32.190777
FE_Part_conveyor   	2020-08-24 13:01:32.206767
FE_Detected   	2020-08-24 13:01:32.359672
RE_Detected   	2020-08-24 13:01:34.604833
RE_Grab   	2020-08-24 13:01:34.948955
RE_Part_at_place   	2020-08-24 13:01:35.191805
RE_Part_conveyor   	2020-08-24 13:01:35.206796
FE_Part_at_place   	2020-08-24 13:01:37.699705
FE_Part_conveyor   	2020-08-24 13:01:37.715694
FE_Grab   	2020-08-24 13:01:37.715694
FE_Detected   	2020-08-24 13:01:37.914572
RE_Detected   	2020-08-24 13:01:40.142816
RE_Grab   	2020-08-24 13:01:40.500595
RE_Part_at_place   	2020-08-24 13:01:40.725459
RE_Part_conveyor   	2020-08-24 13:01:40.741449
RE_C_plus   	2020-08-24 13:01:41.17785
FE_C_limit   	2020-08-24 13:01:41.129716
RE_C_limit   	2020-08-24 13:01:41.652393
FE_Grab   	2020-08-24 13:01:43.73
FE_C_plus   	2020-08-24 13:01:43.73
FE_C_limit   	2020-08-24 13:01:43.110236
FE_Detected   	2020-08-24 13:01:43.210174
FE_Part_at_place   	2020-08-24 13:01:43.275133
FE_Part_conveyor   	2020-08-24 13:01:43.290124
RE_Box_conveyor   	2020-08-24 13:01:43.563956
RE_C_limit   	2020-08-24 13:01:43.756835
FE_Box_conveyor   	2020-08-24 13:01:45.767047
RE_Box_at_place   	2020-08-24 13:01:45.767047
FE_Box_at_place   	2020-08-24 13:01:46.6899
RE_Detected   	2020-08-24 13:01:47.740935
RE_Grab   	2020-08-24 13:01:48.50742
RE_Part_at_place   	2020-08-24 13:01:48.276601
RE_Part_conveyor   	2020-08-24 13:01:48.295591
FE_Part_conveyor   	2020-08-24 13:01:50.797064
FE_Part_at_place   	2020-08-24 13:01:50.797064
FE_Grab   	2020-08-24 13:01:50.814054
FE_Detected   	2020-08-24 13:01:50.989943
RE_Detected   	2020-08-24 13:01:53.241781
RE_Grab   	2020-08-24 13:01:53.56458
RE_Part_at_place   	2020-08-24 13:01:53.78919
RE_Part_conveyor   	2020-08-24 13:01:53.807178
FE_Grab   	2020-08-24 13:01:56.318465
FE_Part_at_place   	2020-08-24 13:01:56.366435
FE_Part_conveyor   	2020-08-24 13:01:56.383424
FE_Detected   	2020-08-24 13:01:56.512344
RE_Detected   	2020-08-24 13:01:58.758464
RE_Grab   	2020-08-24 13:01:59.95256
RE_Part_at_place   	2020-08-24 13:01:59.335604
RE_Part_conveyor   	2020-08-24 13:01:59.353595
RE_C_plus   	2020-08-24 13:01:59.632134
FE_C_limit   	2020-08-24 13:01:59.743715
RE_C_limit   	2020-08-24 13:02:00.219174
FE_Grab   	2020-08-24 13:02:01.548246
FE_C_plus   	2020-08-24 13:02:01.548246
FE_C_limit   	2020-08-24 13:02:01.678165
FE_Detected   	2020-08-24 13:02:01.743126
FE_Part_at_place   	2020-08-24 13:02:01.841065
FE_Part_conveyor   	2020-08-24 13:02:01.857055
RE_Box_conveyor   	2020-08-24 13:02:02.80915
RE_C_limit   	2020-08-24 13:02:02.327763
FE_Box_conveyor   	2020-08-24 13:02:04.29157
RE_Box_at_place   	2020-08-24 13:02:04.29157
FE_Box_at_place   	2020-08-24 13:02:04.562403
RE_Detected   	2020-08-24 13:02:06.305961
RE_Grab   	2020-08-24 13:02:06.649748
RE_Part_at_place   	2020-08-24 13:02:06.843634
RE_Part_conveyor   	2020-08-24 13:02:06.875614
FE_Part_conveyor   	2020-08-24 13:02:09.36573
FE_Grab   	2020-08-24 13:02:09.36573
FE_Part_at_place   	2020-08-24 13:02:09.36573
FE_Detected   	2020-08-24 13:02:09.56061
RE_Detected   	2020-08-24 13:02:11.806766
RE_Grab   	2020-08-24 13:02:12.149553
RE_Part_at_place   	2020-08-24 13:02:12.372739
RE_Part_conveyor   	2020-08-24 13:02:12.393728
FE_Grab   	2020-08-24 13:02:14.907923
FE_Part_at_place   	2020-08-24 13:02:14.956892
FE_Part_conveyor   	2020-08-24 13:02:14.973881
FE_Detected   	2020-08-24 13:02:15.85812
RE_Detected   	2020-08-24 13:02:17.336663
RE_Grab   	2020-08-24 13:02:17.689013
RE_Part_at_place   	2020-08-24 13:02:17.914872
RE_Part_conveyor   	2020-08-24 13:02:17.946853
RE_C_plus   	2020-08-24 13:02:18.20769
FE_C_limit   	2020-08-24 13:02:18.321624
RE_C_limit   	2020-08-24 13:02:18.826312
FE_Grab   	2020-08-24 13:02:20.183325
FE_C_plus   	2020-08-24 13:02:20.183325
FE_C_limit   	2020-08-24 13:02:20.297254
FE_Detected   	2020-08-24 13:02:20.361214
FE_Part_at_place   	2020-08-24 13:02:20.427173
FE_Part_conveyor   	2020-08-24 13:02:20.444162
RE_Box_conveyor   	2020-08-24 13:02:20.72299
RE_C_limit   	2020-08-24 13:02:20.94985
FE_Box_conveyor   	2020-08-24 13:02:22.887614
RE_Box_at_place   	2020-08-24 13:02:22.887614
RE_Box_conveyor   	2020-08-24 13:02:23.12147
FE_Box_at_place   	2020-08-24 13:02:23.12147
FE_Box_conveyor   	2020-08-24 13:02:23.145455
RE_Detected   	2020-08-24 13:02:24.848404
RE_Grab   	2020-08-24 13:02:25.170714
RE_Part_at_place   	2020-08-24 13:02:25.394575
RE_Part_conveyor   	2020-08-24 13:02:25.410567
FE_Part_conveyor   	2020-08-24 13:02:27.91868
FE_Grab   	2020-08-24 13:02:27.91868
FE_Part_at_place   	2020-08-24 13:02:27.91868
FE_Detected   	2020-08-24 13:02:28.109563
RE_Detected   	2020-08-24 13:02:30.347468
RE_Grab   	2020-08-24 13:02:30.714183
RE_Part_at_place   	2020-08-24 13:02:30.923053
RE_Part_conveyor   	2020-08-24 13:02:30.956031
FE_Grab   	2020-08-24 13:02:33.458143
FE_Part_at_place   	2020-08-24 13:02:33.472139
FE_Part_conveyor   	2020-08-24 13:02:33.490129
FE_Detected   	2020-08-24 13:02:33.646032
RE_Detected   	2020-08-24 13:02:35.89384
RE_Grab   	2020-08-24 13:02:36.246621
RE_Part_at_place   	2020-08-24 13:02:36.466485
RE_Part_conveyor   	2020-08-24 13:02:36.498466
RE_C_plus   	2020-08-24 13:02:36.778803
FE_C_limit   	2020-08-24 13:02:36.875742
RE_C_limit   	2020-08-24 13:02:37.381107
FE_Grab   	2020-08-24 13:02:38.686323
FE_C_plus   	2020-08-24 13:02:38.686323
FE_C_limit   	2020-08-24 13:02:38.815503
FE_Detected   	2020-08-24 13:02:38.879464
FE_Part_conveyor   	2020-08-24 13:02:38.991395
FE_Part_at_place   	2020-08-24 13:02:38.991395
RE_Box_conveyor   	2020-08-24 13:02:39.233754
RE_C_limit   	2020-08-24 13:02:39.455616
FE_Box_conveyor   	2020-08-24 13:02:41.428286
RE_Box_at_place   	2020-08-24 13:02:41.428286
FE_Box_at_place   	2020-08-24 13:02:41.701624
RE_Detected   	2020-08-24 13:02:43.371817
RE_Grab   	2020-08-24 13:02:43.676626
RE_Part_at_place   	2020-08-24 13:02:43.919477
RE_Part_conveyor   	2020-08-24 13:02:43.935467
FE_Grab   	2020-08-24 13:02:46.439945
FE_Part_at_place   	2020-08-24 13:02:46.461931
FE_Part_conveyor   	2020-08-24 13:02:46.476922
FE_Detected   	2020-08-24 13:02:46.642818
RE_Detected   	2020-08-24 13:02:48.817982
RE_Grab   	2020-08-24 13:02:49.171651
RE_Part_at_place   	2020-08-24 13:02:49.397403
RE_Part_conveyor   	2020-08-24 13:02:49.415391
FE_Part_conveyor   	2020-08-24 13:02:51.915333
FE_Grab   	2020-08-24 13:02:51.915333
FE_Part_at_place   	2020-08-24 13:02:51.915333
FE_Detected   	2020-08-24 13:02:52.108745
RE_Detected   	2020-08-24 13:02:54.356155
RE_Grab   	2020-08-24 13:02:54.716931
RE_Part_at_place   	2020-08-24 13:02:54.924258
RE_Part_conveyor   	2020-08-24 13:02:54.957237
RE_C_plus   	2020-08-24 13:02:55.212085
FE_C_limit   	2020-08-24 13:02:55.343003
RE_C_limit   	2020-08-24 13:02:55.820977
FE_Grab   	2020-08-24 13:02:57.140353
FE_C_plus   	2020-08-24 13:02:57.140353
FE_C_limit   	2020-08-24 13:02:57.272273
FE_Detected   	2020-08-24 13:02:57.341237
FE_Part_conveyor   	2020-08-24 13:02:57.484147
FE_Part_at_place   	2020-08-24 13:02:57.484147
RE_Box_conveyor   	2020-08-24 13:02:57.693525
RE_C_limit   	2020-08-24 13:02:57.919384
FE_Box_conveyor   	2020-08-24 13:02:59.894264
RE_Box_at_place   	2020-08-24 13:02:59.894264
FE_Box_at_place   	2020-08-24 13:03:00.133116
RE_Detected   	2020-08-24 13:03:01.859577
RE_Grab   	2020-08-24 13:03:02.209361
RE_Part_at_place   	2020-08-24 13:03:02.450213
RE_Part_conveyor   	2020-08-24 13:03:02.466203
FE_Part_conveyor   	2020-08-24 13:03:04.965024
FE_Grab   	2020-08-24 13:03:04.965024
FE_Part_at_place   	2020-08-24 13:03:04.965024
FE_Detected   	2020-08-24 13:03:05.174894
RE_Detected   	2020-08-24 13:03:07.421921
RE_Grab   	2020-08-24 13:03:07.758714
RE_Part_at_place   	2020-08-24 13:03:07.99158
RE_Part_conveyor   	2020-08-24 13:03:08.2356
FE_Part_conveyor   	2020-08-24 13:03:10.547069
FE_Grab   	2020-08-24 13:03:10.547069
FE_Part_at_place   	2020-08-24 13:03:10.547069
FE_Detected   	2020-08-24 13:03:10.740947
RE_Detected   	2020-08-24 13:03:12.978299
RE_Grab   	2020-08-24 13:03:13.331551
RE_Part_at_place   	2020-08-24 13:03:13.560154
RE_Part_conveyor   	2020-08-24 13:03:13.592135
RE_C_plus   	2020-08-24 13:03:13.898961
FE_C_limit   	2020-08-24 13:03:13.996669
RE_C_limit   	2020-08-24 13:03:14.475102
FE_Grab   	2020-08-24 13:03:15.844939
FE_C_plus   	2020-08-24 13:03:15.844939
FE_C_limit   	2020-08-24 13:03:16.384
FE_Part_conveyor   	2020-08-24 13:03:16.74797
FE_Part_at_place   	2020-08-24 13:03:16.74797
FE_Detected   	2020-08-24 13:03:16.74797
RE_Box_conveyor   	2020-08-24 13:03:16.41273
RE_C_limit   	2020-08-24 13:03:16.571631
RE_Box_at_place   	2020-08-24 13:03:18.606726
FE_Box_conveyor   	2020-08-24 13:03:18.623715
RE_Box_conveyor   	2020-08-24 13:03:18.879556
FE_Box_at_place   	2020-08-24 13:03:18.879556
FE_Box_conveyor   	2020-08-24 13:03:18.895546
RE_Detected   	2020-08-24 13:03:20.614701
RE_Grab   	2020-08-24 13:03:20.931483
RE_Part_at_place   	2020-08-24 13:03:21.156345
RE_Part_conveyor   	2020-08-24 13:03:21.191322
FE_Grab   	2020-08-24 13:03:23.691332
FE_Part_at_place   	2020-08-24 13:03:23.70832
FE_Part_conveyor   	2020-08-24 13:03:23.725311
FE_Detected   	2020-08-24 13:03:23.888246
RE_Detected   	2020-08-24 13:03:26.166392
RE_Grab   	2020-08-24 13:03:26.523926
RE_Part_at_place   	2020-08-24 13:03:26.750102
RE_Part_conveyor   	2020-08-24 13:03:26.766091
FE_Part_at_place   	2020-08-24 13:03:29.256548
FE_Part_conveyor   	2020-08-24 13:03:29.272538
FE_Grab   	2020-08-24 13:03:29.272538
FE_Detected   	2020-08-24 13:03:29.457428
RE_Detected   	2020-08-24 13:03:31.71546
RE_Grab   	2020-08-24 13:03:32.20204
RE_Part_at_place   	2020-08-24 13:03:32.254564
RE_Part_conveyor   	2020-08-24 13:03:32.29254
RE_C_plus   	2020-08-24 13:03:32.549381
FE_C_limit   	2020-08-24 13:03:32.662311
RE_C_limit   	2020-08-24 13:03:33.134018
FE_Grab   	2020-08-24 13:03:34.4602
FE_C_plus   	2020-08-24 13:03:34.4602
FE_C_limit   	2020-08-24 13:03:34.59012
FE_Detected   	2020-08-24 13:03:34.670071
FE_Part_at_place   	2020-08-24 13:03:34.832971
FE_Part_conveyor   	2020-08-24 13:03:34.85096
RE_Box_conveyor   	2020-08-24 13:03:35.12456
RE_C_limit   	2020-08-24 13:03:35.237152
RE_Box_at_place   	2020-08-24 13:03:37.188748
FE_Box_conveyor   	2020-08-24 13:03:37.204737
FE_Box_at_place   	2020-08-24 13:03:37.4282
RE_Detected   	2020-08-24 13:03:39.160894
RE_Grab   	2020-08-24 13:03:39.483206
RE_Part_at_place   	2020-08-24 13:03:39.711065
RE_Part_conveyor   	2020-08-24 13:03:39.725056
FE_Part_at_place   	2020-08-24 13:03:42.213448
FE_Part_conveyor   	2020-08-24 13:03:42.22844
FE_Grab   	2020-08-24 13:03:42.22844
FE_Detected   	2020-08-24 13:03:42.424319
RE_Detected   	2020-08-24 13:03:44.637703
RE_Grab   	2020-08-24 13:03:44.942515
RE_Part_at_place   	2020-08-24 13:03:45.185363
RE_Part_conveyor   	2020-08-24 13:03:45.201354
FE_Grab   	2020-08-24 13:03:47.675514
FE_Part_at_place   	2020-08-24 13:03:47.723483
FE_Part_conveyor   	2020-08-24 13:03:47.739474
FE_Detected   	2020-08-24 13:03:47.873029
RE_Detected   	2020-08-24 13:03:50.112683
RE_Grab   	2020-08-24 13:03:50.449628
RE_Part_at_place   	2020-08-24 13:03:50.689479
RE_Part_conveyor   	2020-08-24 13:03:50.706466
RE_C_plus   	2020-08-24 13:03:50.97838
FE_C_limit   	2020-08-24 13:03:51.90311
RE_C_limit   	2020-08-24 13:03:51.594773
FE_Grab   	2020-08-24 13:03:52.897039
FE_C_plus   	2020-08-24 13:03:52.897039
FE_C_limit   	2020-08-24 13:03:53.25959
FE_Detected   	2020-08-24 13:03:53.90919
FE_Part_conveyor   	2020-08-24 13:03:53.200851
FE_Part_at_place   	2020-08-24 13:03:53.200851
RE_Box_conveyor   	2020-08-24 13:03:53.430709
RE_C_limit   	2020-08-24 13:03:53.678088
FE_Box_conveyor   	2020-08-24 13:03:55.646254
RE_Box_at_place   	2020-08-24 13:03:55.646254
RE_Box_conveyor   	2020-08-24 13:03:55.905443
FE_Box_at_place   	2020-08-24 13:03:55.905443
FE_Box_conveyor   	2020-08-24 13:03:55.922433
RE_Detected   	2020-08-24 13:03:57.644693
RE_Grab   	2020-08-24 13:03:57.964496
RE_Part_at_place   	2020-08-24 13:03:58.194493
RE_Part_conveyor   	2020-08-24 13:03:58.225475
FE_Grab   	2020-08-24 13:04:00.726586
FE_Part_at_place   	2020-08-24 13:04:00.742576
FE_Part_conveyor   	2020-08-24 13:04:00.760565
FE_Detected   	2020-08-24 13:04:00.919471
RE_Detected   	2020-08-24 13:04:03.154638
RE_Grab   	2020-08-24 13:04:03.515414
RE_Part_at_place   	2020-08-24 13:04:03.729281
RE_Part_conveyor   	2020-08-24 13:04:03.762261
FE_Grab   	2020-08-24 13:04:06.253923
FE_Part_conveyor   	2020-08-24 13:04:06.292899
FE_Part_at_place   	2020-08-24 13:04:06.292899
FE_Detected   	2020-08-24 13:04:06.451757
RE_Detected   	2020-08-24 13:04:08.694719
RE_Grab   	2020-08-24 13:04:09.56496
RE_Part_at_place   	2020-08-24 13:04:09.280345
RE_Part_conveyor   	2020-08-24 13:04:09.296335
RE_C_plus   	2020-08-24 13:04:09.610145
FE_C_limit   	2020-08-24 13:04:09.724075
RE_C_limit   	2020-08-24 13:04:10.188792
FE_Grab   	2020-08-24 13:04:11.53348
FE_C_plus   	2020-08-24 13:04:11.53348
FE_C_limit   	2020-08-24 13:04:11.699378
FE_Detected   	2020-08-24 13:04:11.722364
FE_Part_at_place   	2020-08-24 13:04:11.787323
FE_Part_conveyor   	2020-08-24 13:04:11.804314
RE_Box_conveyor   	2020-08-24 13:04:12.77148
RE_C_limit   	2020-08-24 13:04:12.304008
RE_Box_at_place   	2020-08-24 13:04:14.273178
FE_Box_conveyor   	2020-08-24 13:04:14.291167
RE_Box_conveyor   	2020-08-24 13:04:14.514603
FE_Box_at_place   	2020-08-24 13:04:14.514603
FE_Box_conveyor   	2020-08-24 13:04:14.529503
RE_Detected   	2020-08-24 13:04:16.242068
RE_Grab   	2020-08-24 13:04:16.552178
RE_Part_at_place   	2020-08-24 13:04:16.791927
RE_Part_conveyor   	2020-08-24 13:04:16.808916
FE_Grab   	2020-08-24 13:04:19.283535
FE_Part_at_place   	2020-08-24 13:04:19.332505
FE_Part_conveyor   	2020-08-24 13:04:19.349494
FE_Detected   	2020-08-24 13:04:19.478416
RE_Detected   	2020-08-24 13:04:21.691236
RE_Grab   	2020-08-24 13:04:22.23283
RE_Part_at_place   	2020-08-24 13:04:22.273129
RE_Part_conveyor   	2020-08-24 13:04:22.288119
FE_Part_conveyor   	2020-08-24 13:04:24.784679
FE_Grab   	2020-08-24 13:04:24.784679
FE_Part_at_place   	2020-08-24 13:04:24.784679
