fermee,ouvert,gliss_ext,but_ext,x_conv,x_ext,x_inter,stop_in,AU,y_conv,y_sta,z_haut,z_bas,conv_debut,conv_fin,gliss_int,but_int,stop_out,gliss1,gliss2,OUVRIR,FERMER,ZDESC,ZMONT,XCONV,XGLISS,STOPINT,YCONV,YSTA,ZFREIN,CONVIE,BLOQINT,BLOQEXT,loss,time_loss,composant_loss,composant_acc1,composant_acc2,val_fermee,val_ouvert,val_gliss_ext,val_but_ext,val_x_conv,val_x_ext,val_x_inter,val_stop_in,val_AU,val_y_conv,val_y_sta,val_z_haut,val_z_bas,val_conv_debut,val_conv_fin,val_gliss_int,val_but_int,val_stop_out,val_gliss1,val_gliss2,val_OUVRIR,val_FERMER,val_ZDESC,val_ZMONT,val_XCONV,val_XGLISS,val_STOPINT,val_YCONV,val_YSTA,val_ZFREIN,val_CONVIE,val_BLOQINT,val_BLOQEXT,val_loss,val_time_loss,val_composant_loss,val_composant_acc1,val_composant_acc2
0.9482421875,0.9384765625,0.97412109375,0.9833984375,0.96875,0.97412109375,0.97314453125,0.99267578125,0.994140625,0.93310546875,0.95849609375,0.869140625,0.814453125,0.83251953125,0.9638671875,0.9580078125,0.99072265625,0.9892578125,0.97265625,0.9794921875,0.95166015625,0.96435546875,0.74267578125,0.748046875,0.9697265625,0.943359375,0.98486328125,0.9150390625,0.919921875,0.75048828125,0.9462890625,0.994140625,0.982421875,0.1735554039478302,0.017085615545511246,0.17184683680534363,0.9346402287483215,0.08984944224357605,0.955078125,0.9375,0.9736328125,0.98388671875,0.98388671875,0.98681640625,0.98388671875,0.98974609375,1.0,0.94775390625,0.9619140625,0.88916015625,0.79638671875,0.83837890625,0.970703125,0.95947265625,0.98828125,0.99560546875,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.73779296875,0.76416015625,0.9619140625,0.96337890625,0.98974609375,0.9345703125,0.92138671875,0.7333984375,0.955078125,0.98974609375,0.97802734375,0.17002445459365845,0.014678926207125187,0.16855654120445251,0.9370120167732239,0.11499272286891937
0.94873046875,0.9404296875,0.97412109375,0.984375,0.9677734375,0.97412109375,0.974609375,0.99267578125,0.994140625,0.9326171875,0.96044921875,0.8681640625,0.81298828125,0.8359375,0.96435546875,0.95458984375,0.994140625,0.98828125,0.97265625,0.98291015625,0.95166015625,0.96435546875,0.74267578125,0.751953125,0.9736328125,0.94287109375,0.9873046875,0.9150390625,0.919921875,0.74658203125,0.94775390625,0.994140625,0.982421875,0.17202700674533844,0.017138512805104256,0.17031316459178925,0.9351847767829895,0.09179212898015976,0.955078125,0.93896484375,0.9736328125,0.982421875,0.982421875,0.9853515625,0.98388671875,0.98974609375,1.0,0.95068359375,0.9580078125,0.890625,0.80517578125,0.84716796875,0.9736328125,0.96337890625,0.98828125,0.99560546875,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.73193359375,0.765625,0.96484375,0.96337890625,0.98974609375,0.9345703125,0.92138671875,0.73095703125,0.95361328125,0.98681640625,0.9765625,0.16871322691440582,0.014571914449334145,0.16725602746009827,0.937364935874939,0.13391557335853577
0.9521484375,0.93896484375,0.97412109375,0.98095703125,0.9697265625,0.9755859375,0.97802734375,0.99169921875,0.994140625,0.935546875,0.95703125,0.8662109375,0.82861328125,0.8388671875,0.9638671875,0.9580078125,0.99169921875,0.98779296875,0.97265625,0.982421875,0.95166015625,0.96435546875,0.7421875,0.76220703125,0.9736328125,0.94384765625,0.98388671875,0.9150390625,0.919921875,0.751953125,0.951171875,0.99365234375,0.9833984375,0.17078158259391785,0.01688900776207447,0.16909267008304596,0.9362297058105469,0.09907722473144531,0.94775390625,0.9404296875,0.9736328125,0.97802734375,0.98095703125,0.98681640625,0.98388671875,0.98974609375,1.0,0.94775390625,0.96484375,0.896484375,0.81640625,0.845703125,0.970703125,0.96484375,0.98828125,0.99560546875,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.73486328125,0.77001953125,0.96484375,0.96337890625,0.9912109375,0.9345703125,0.92138671875,0.7294921875,0.955078125,0.9912109375,0.98095703125,0.16767537593841553,0.014523169957101345,0.16622304916381836,0.9381588697433472,0.12518194317817688
0.94873046875,0.9404296875,0.97412109375,0.982421875,0.96630859375,0.9775390625,0.97314453125,0.9921875,0.994140625,0.9326171875,0.9609375,0.873046875,0.83544921875,0.83837890625,0.962890625,0.95947265625,0.99365234375,0.98876953125,0.97265625,0.9814453125,0.95166015625,0.96435546875,0.744140625,0.76513671875,0.970703125,0.94580078125,0.98779296875,0.9150390625,0.919921875,0.75537109375,0.95361328125,0.9931640625,0.984375,0.16952627897262573,0.016805337741971016,0.1678457260131836,0.9369950294494629,0.10539096593856812,0.94775390625,0.94482421875,0.9736328125,0.98388671875,0.982421875,0.98681640625,0.98388671875,0.98974609375,1.0,0.94921875,0.95654296875,0.8935546875,0.81640625,0.85009765625,0.97216796875,0.96630859375,0.98828125,0.99560546875,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.73193359375,0.771484375,0.9677734375,0.96337890625,0.98974609375,0.9345703125,0.92138671875,0.736328125,0.95654296875,0.98681640625,0.97509765625,0.16632984578609467,0.014380188658833504,0.1648918092250824,0.9383794069290161,0.12954875826835632
0.9521484375,0.939453125,0.97412109375,0.98291015625,0.96923828125,0.97607421875,0.9765625,0.99267578125,0.994140625,0.9404296875,0.9599609375,0.87060546875,0.8388671875,0.84423828125,0.96484375,0.95703125,0.9921875,0.98779296875,0.97265625,0.98095703125,0.95166015625,0.96435546875,0.748046875,0.76025390625,0.9716796875,0.9443359375,0.98486328125,0.9150390625,0.919921875,0.75244140625,0.95361328125,0.9921875,0.98388671875,0.1681341528892517,0.016710419207811356,0.16646312177181244,0.9372746348381042,0.11121904104948044,0.94921875,0.9404296875,0.9736328125,0.98388671875,0.982421875,0.98681640625,0.98388671875,0.98974609375,1.0,0.94482421875,0.9609375,0.89794921875,0.82666015625,0.84716796875,0.97216796875,0.96484375,0.98828125,0.99560546875,0.97802734375,0.97216796875,0.9462890625,0.95068359375,0.73486328125,0.77001953125,0.96630859375,0.96337890625,0.98974609375,0.9345703125,0.92138671875,0.73779296875,0.95947265625,0.98828125,0.97802734375,0.16491064429283142,0.014346838928759098,0.16347596049308777,0.9388205409049988,0.1368267834186554
0.94384765625,0.9365234375,0.97412109375,0.9833984375,0.96923828125,0.97607421875,0.9755859375,0.99169921875,0.994140625,0.9345703125,0.96044921875,0.875,0.85107421875,0.84130859375,0.962890625,0.96044921875,0.99169921875,0.98828125,0.97265625,0.98388671875,0.95166015625,0.96435546875,0.74609375,0.77490234375,0.970703125,0.9453125,0.98388671875,0.9150390625,0.919921875,0.75927734375,0.95849609375,0.99365234375,0.98388671875,0.16680005192756653,0.01661769114434719,0.16513828933238983,0.9380399584770203,0.11316172778606415,0.955078125,0.943359375,0.9736328125,0.98388671875,0.982421875,0.98681640625,0.98388671875,0.99267578125,1.0,0.9462890625,0.9609375,0.89501953125,0.82958984375,0.8486328125,0.97216796875,0.96630859375,0.98828125,0.9970703125,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.7333984375,0.7685546875,0.9677734375,0.96337890625,0.98974609375,0.9345703125,0.92138671875,0.73779296875,0.96337890625,0.98974609375,0.97802734375,0.1634358912706375,0.014280704781413078,0.16200782358646393,0.9395262598991394,0.13973799347877502
0.94580078125,0.947265625,0.97412109375,0.98388671875,0.9716796875,0.9765625,0.97509765625,0.9921875,0.994140625,0.93212890625,0.96337890625,0.8740234375,0.85009765625,0.837890625,0.96728515625,0.9580078125,0.994140625,0.98876953125,0.97265625,0.98193359375,0.95166015625,0.96435546875,0.75048828125,0.76611328125,0.9736328125,0.9453125,0.98681640625,0.9150390625,0.919921875,0.7568359375,0.95654296875,0.99365234375,0.9853515625,0.16531774401664734,0.01658872328698635,0.16365884244441986,0.9384078979492188,0.12190383672714233,0.9521484375,0.9462890625,0.9736328125,0.98388671875,0.98681640625,0.98681640625,0.98388671875,0.99267578125,1.0,0.94921875,0.96337890625,0.89501953125,0.83251953125,0.85009765625,0.970703125,0.96630859375,0.98828125,0.9970703125,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.74072265625,0.771484375,0.9677734375,0.96337890625,0.98974609375,0.9345703125,0.92138671875,0.74365234375,0.96337890625,0.98974609375,0.97802734375,0.16209396719932556,0.014202050864696503,0.16067376732826233,0.94040846824646,0.14264920353889465
0.95166015625,0.94580078125,0.97412109375,0.98291015625,0.9716796875,0.978515625,0.9765625,0.994140625,0.994140625,0.9443359375,0.9609375,0.8720703125,0.8525390625,0.8427734375,0.96875,0.96142578125,0.9921875,0.98974609375,0.97265625,0.9833984375,0.95166015625,0.96435546875,0.75244140625,0.77978515625,0.97265625,0.94384765625,0.9873046875,0.9150390625,0.919921875,0.75439453125,0.95751953125,0.99365234375,0.98486328125,0.1642325222492218,0.016449125483632088,0.16258764266967773,0.9396588802337646,0.1267605572938919,0.95068359375,0.94482421875,0.9736328125,0.98388671875,0.9853515625,0.98681640625,0.98388671875,0.99267578125,1.0,0.94921875,0.96630859375,0.89501953125,0.8427734375,0.8544921875,0.96923828125,0.9677734375,0.98974609375,0.9970703125,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.7392578125,0.78173828125,0.96923828125,0.96484375,0.98974609375,0.9345703125,0.92138671875,0.74951171875,0.96337890625,0.98828125,0.97802734375,0.16097740828990936,0.01418650895357132,0.1595587581396103,0.9413347244262695,0.14556041359901428
0.95166015625,0.9423828125,0.97412109375,0.98486328125,0.96826171875,0.97607421875,0.97607421875,0.9931640625,0.994140625,0.9404296875,0.96337890625,0.87548828125,0.853515625,0.84619140625,0.96923828125,0.9619140625,0.994140625,0.98828125,0.97265625,0.97705078125,0.95166015625,0.96435546875,0.7587890625,0.7841796875,0.970703125,0.947265625,0.98876953125,0.9150390625,0.919921875,0.7646484375,0.9619140625,0.9931640625,0.98583984375,0.1630515605211258,0.01645093970000744,0.1614065021276474,0.9403358697891235,0.13453131914138794,0.95068359375,0.9462890625,0.9736328125,0.9853515625,0.98095703125,0.98681640625,0.9853515625,0.98974609375,1.0,0.94921875,0.9609375,0.896484375,0.8427734375,0.857421875,0.970703125,0.9677734375,0.98828125,0.99560546875,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.7392578125,0.7919921875,0.96923828125,0.96923828125,0.98974609375,0.9345703125,0.92138671875,0.7509765625,0.96337890625,0.98681640625,0.9765625,0.15994957089424133,0.014190444722771645,0.15853053331375122,0.9415552616119385,0.14264920353889465
0.951171875,0.9443359375,0.97412109375,0.9853515625,0.970703125,0.97705078125,0.9775390625,0.994140625,0.994140625,0.9443359375,0.96533203125,0.8701171875,0.86572265625,0.84619140625,0.97021484375,0.96142578125,0.99365234375,0.98876953125,0.97265625,0.9833984375,0.95166015625,0.96435546875,0.75830078125,0.78466796875,0.9736328125,0.94873046875,0.9873046875,0.9150390625,0.919921875,0.76123046875,0.96142578125,0.99169921875,0.98291015625,0.16148331761360168,0.0164224561303854,0.15984107553958893,0.9410128593444824,0.1437591016292572,0.95068359375,0.94775390625,0.9736328125,0.98388671875,0.98681640625,0.98681640625,0.9853515625,0.98974609375,1.0,0.94921875,0.96337890625,0.8935546875,0.85009765625,0.85888671875,0.96923828125,0.9677734375,0.98681640625,0.9970703125,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.74365234375,0.7919921875,0.96923828125,0.970703125,0.9912109375,0.9345703125,0.92138671875,0.74658203125,0.9619140625,0.98974609375,0.97802734375,0.15861737728118896,0.014150560833513737,0.15720230340957642,0.9421287178993225,0.1470160186290741
0.95068359375,0.9453125,0.97412109375,0.98388671875,0.97021484375,0.9794921875,0.9755859375,0.99267578125,0.994140625,0.9443359375,0.96337890625,0.8837890625,0.8681640625,0.8447265625,0.96826171875,0.9619140625,0.99267578125,0.9892578125,0.97265625,0.98095703125,0.95166015625,0.96435546875,0.7568359375,0.78369140625,0.97314453125,0.94775390625,0.98583984375,0.9150390625,0.919921875,0.76513671875,0.95849609375,0.9931640625,0.98486328125,0.16052845120429993,0.016419416293501854,0.15888655185699463,0.9411305785179138,0.141330748796463,0.955078125,0.94921875,0.9736328125,0.98681640625,0.98681640625,0.98681640625,0.98388671875,0.994140625,1.0,0.95654296875,0.96484375,0.8935546875,0.85302734375,0.85888671875,0.970703125,0.9677734375,0.98974609375,0.9970703125,0.97802734375,0.9736328125,0.9462890625,0.95068359375,0.7451171875,0.7919921875,0.96923828125,0.96923828125,0.98974609375,0.9345703125,0.92138671875,0.74658203125,0.9619140625,0.98974609375,0.97802734375,0.15725871920585632,0.014084162190556526,0.15585032105445862,0.9429226517677307,0.1470160186290741
0.95263671875,0.94677734375,0.97412109375,0.986328125,0.96826171875,0.9775390625,0.97607421875,0.9921875,0.994140625,0.9482421875,0.96484375,0.873046875,0.87158203125,0.8525390625,0.96435546875,0.9638671875,0.99365234375,0.98876953125,0.97265625,0.9833984375,0.95166015625,0.96435546875,0.75927734375,0.783203125,0.97314453125,0.95068359375,0.98583984375,0.9150390625,0.919921875,0.7646484375,0.96240234375,0.9921875,0.98388671875,0.1595757156610489,0.016371633857488632,0.15793855488300323,0.9415868520736694,0.13841670751571655,0.95361328125,0.94482421875,0.9736328125,0.97802734375,0.9853515625,0.98681640625,0.9853515625,0.994140625,1.0,0.9580078125,0.96630859375,0.8994140625,0.869140625,0.8603515625,0.97216796875,0.9677734375,0.98828125,0.9970703125,0.97802734375,0.97509765625,0.9462890625,0.95068359375,0.7451171875,0.79052734375,0.96923828125,0.96923828125,0.9912109375,0.9345703125,0.92138671875,0.75244140625,0.96337890625,0.9912109375,0.98095703125,0.15639565885066986,0.014087342657148838,0.1549869030714035,0.9436725378036499,0.16011644899845123
