cas seul collage à 0 de Detected,-1,-1,0,10,-1,0,10,0,1,16987,0,10,0,2,16987,0,1,0,12,726081,0,2,0,12,726081,0,12,1,2,2036250,0,12,1,2,2036250,1,2,1,10,223760,1,10,1,1,17989,1,1,1,3,308809,1,3,0,13,113930,0,13,1,13,513006
cas seul collage à 1 de Detected,-1,-1,0,10,-1,0,10,0,1,16987,0,10,0,2,16987,0,2,1,12,2440530,0,1,1,12,2440530,1,12,1,2,321801,1,2,1,10,223760,1,10,1,1,17989,1,1,1,3,308809,1,3,0,13,113930,0,13,1,13,513006
cas seul collage à 0 de C_plus,-1,-1,0,10,-1,0,10,0,1,16987,0,10,0,2,16987,0,1,0,12,726081,0,2,0,12,726081,0,12,1,12,1714449,1,12,1,2,321801,1,2,1,10,223760,1,10,1,1,17989,1,1,0,13,422739,0,13,1,13,513006
cas seul collage à 0 de Part_conveyor,-1,-1,0,10,-1,0,10,0,1,16987,0,10,0,2,16987,0,1,0,12,726081,0,2,0,12,726081,0,12,1,12,1714449,1,12,1,2,321801,1,2,1,10,223760,1,10,1,3,326798,1,3,0,13,113930,0,13,1,13,513006
cas plusieurs collage à 1 de Grab,-1,-1,0,10,-1,0,10,0,1,16987,0,1,0,12,726081,0,12,1,12,1714449,1,12,1,2,321801,1,2,1,10,223760,1,10,1,1,17989,1,1,1,3,308809,1,3,0,13,113930,0,13,1,13,513006
cas plusieurs collage à 1 de Part_conveyor,-1,-1,0,10,-1,0,10,0,2,16987,0,2,0,12,726081,0,12,1,12,1714449,1,12,1,2,321801,1,2,1,10,223760,1,10,1,1,17989,1,1,1,3,308809,1,3,0,13,113930,0,13,1,13,513006
cas seul collage à 0 de Part_at_place,-1,-1,0,10,-1,0,10,0,1,16987,0,10,0,2,16987,0,1,0,12,726081,0,2,0,12,726081,0,12,1,12,1714449,1,12,1,2,321801,1,2,1,1,241749,1,1,1,3,308809,1,3,0,13,113930,0,13,1,13,513006
cas seul et NCT collage à 1 de Part_at_place,-1,-1,0,1,-1,-1,-1,0,2,-1,0,1,0,12,726081,0,2,0,12,726081,0,12,1,12,1714449,1,12,1,2,321801,1,2,1,10,223760,1,10,1,1,17989,1,1,1,3,308809,1,3,0,13,113930,0,13,1,13,513006
cas seul collage à 0 de Grab,-1,-1,0,10,-1,0,10,0,1,16987,0,10,0,2,16987,0,1,0,12,726081,0,2,0,12,726081,0,12,1,12,1714449,1,12,1,10,545561,1,10,1,1,17989,1,1,1,3,308809,1,3,0,13,113930,0,13,1,13,513006
cas seul collage à 1 de C_limit,-1,-1,0,10,-1,0,10,0,1,16987,0,10,0,2,16987,0,1,0,12,726081,0,2,0,12,726081,0,12,1,12,1714449,1,12,1,2,321801,1,2,1,10,223760,1,10,1,1,17989,1,1,1,3,308809,1,3,1,13,626936
cas seul collage à 1 de Detected,-1,-1,0,2,-1,-1,-1,0,3,-1,0,2,0,13,123924,0,3,0,13,123924,0,13,0,1,147915,0,13,0,1,147915,0,13,0,10,147915,0,13,0,10,147915,0,1,1,0,270830,0,10,1,0,270830,1,0,1,13,223861,1,13,0,0,2015314,1,13,1,11,2015314
cas plusieurs collage à 1 de Box_conveyor,-1,-1,0,2,-1,-1,-1,0,3,-1,0,2,0,13,123924,0,3,0,13,123924,0,13,0,12,64959,0,12,0,1,82956,0,12,0,10,82956,0,1,1,0,270830,0,10,1,0,270830,1,0,1,13,223861,1,13,1,11,2015314
cas seul et NCT collage à 1 de C_plus,-1,-1,0,2,-1,0,2,0,13,123924,-1,-1,0,13,-1,0,13,0,12,64959,0,12,0,1,82956,0,12,0,10,82956,0,1,1,0,270830,0,10,1,0,270830,1,0,1,13,223861,1,13,0,0,2015314,1,13,1,11,2015314
cas seul collage à 0 de Box_conveyor,-1,-1,0,2,-1,-1,-1,0,3,-1,0,2,0,13,123924,0,3,0,13,123924,0,13,0,12,64959,0,12,0,1,82956,0,12,0,10,82956,0,10,1,13,494691,0,1,1,13,494691,1,13,0,0,2015314,1,13,1,11,2015314
cas seul et NCT collage à 1 de Grab,-1,-1,0,3,-1,-1,-1,0,13,-1,0,3,0,13,123924,0,13,0,12,64959,0,12,0,1,82956,0,12,0,10,82956,0,1,1,0,270830,0,10,1,0,270830,1,0,1,13,223861,1,13,0,0,2015314,1,13,1,11,2015314
cas plusieurs collage à 1 de Part_at_place,-1,-1,0,2,-1,-1,-1,0,3,-1,0,2,0,13,123924,0,3,0,13,123924,0,13,0,12,64959,0,12,0,1,82956,0,1,1,0,270830,1,0,1,13,223861,1,13,0,0,2015314,1,13,1,11,2015314
cas seul collage à 0 de C_limit,-1,-1,0,2,-1,-1,-1,0,3,-1,0,2,0,13,123924,0,3,0,13,123924,0,13,0,12,64959,0,12,0,1,82956,0,12,0,10,82956,0,1,1,0,270830,0,10,1,0,270830,1,0,0,0,2239175,1,0,0,0,2239175,1,0,1,11,2239175,1,0,1,11,2239175
cas plusieurs collage à 1 de Part_conveyor,-1,-1,0,2,-1,-1,-1,0,3,-1,0,2,0,13,123924,0,3,0,13,123924,0,13,0,12,64959,0,12,0,10,82956,0,10,1,0,270830,1,0,1,13,223861,1,13,0,0,2015314,1,13,1,11,2015314
cas seul collage à 1 de C_limit,-1,-1,0,2,-1,-1,-1,0,3,-1,0,3,0,12,188883,0,12,0,1,82956,0,12,0,10,82956,0,1,1,0,270830,0,10,1,0,270830,1,0,1,13,223861,1,13,0,0,2015314,1,13,1,11,2015314
cas seul et NCT collage à 0 de Box_conveyor,-1,-1,0,11,-1,-1,-1,0,0,-1,0,11,0,0,15991,0,0,1,12,1729290,1,12,1,2,357334,1,2,1,10,221265,1,10,1,1,15992,1,1,0,10,2521771,0,10,0,1,16990,0,1,0,2,272469,0,2,0,12,40612
